INPUT_TABLE,,,,,,
Variable ID,,,,,,
1,,,,,,
,,,,,,
GCAM_ID,GCAM_region_name,GCAM_AEZ,GCAM_crop,final_above,final_below,Year
9,Africa,4,biomass,1.0096,1.0028,2035
10,Latin America,4,biomass,0.9751,0.997,2035
11,Southeast Asia,4,biomass,1.0219,1.0062,2035
14,India,4,biomass,0.9433,0.9817,2035
5,Australia_NZ,5,biomass,0.9799,0.9978,2035
7,China,5,biomass,0.9583,0.973,2035
9,Africa,5,biomass,1.0015,0.9989,2035
10,Latin America,5,biomass,0.9717,0.9924,2035
11,Southeast Asia,5,biomass,1.0739,1.0147,2035
14,India,5,biomass,0.9357,0.9676,2035
5,Australia_NZ,6,biomass,0.9952,0.9969,2035
7,China,6,biomass,0.9457,0.9813,2035
9,Africa,6,biomass,0.9787,0.9795,2035
10,Latin America,6,biomass,0.9762,0.9891,2035
11,Southeast Asia,6,biomass,1.0055,1,2035
14,India,6,biomass,1.0853,0.9921,2035
1,USA,7,biomass,0.9295,1.004,2035
2,Canada,7,biomass,0.8449,0.9755,2035
3,Western Europe,7,biomass,0.7048,0.9759,2035
5,Australia_NZ,7,biomass,1.1789,1.0207,2035
6,Former Soviet Union,7,biomass,1.0107,1.0211,2035
7,China,7,biomass,1.1245,1.0535,2035
8,Middle East,7,biomass,1.0823,1.015,2035
9,Africa,7,biomass,1.081,1.008,2035
10,Latin America,7,biomass,1.0237,1.0116,2035
11,Southeast Asia,7,biomass,0.809,1.0431,2035
14,India,7,biomass,1.0821,1.0457,2035
1,USA,8,biomass,1.0608,1.0323,2035
2,Canada,8,biomass,0.8525,0.9537,2035
3,Western Europe,8,biomass,0.841,0.9786,2035
5,Australia_NZ,8,biomass,1.0243,0.9968,2035
6,Former Soviet Union,8,biomass,0.9957,1.0039,2035
7,China,8,biomass,0.9752,1.0003,2035
8,Middle East,8,biomass,0.8476,0.9906,2035
9,Africa,8,biomass,1.1561,1.02,2035
10,Latin America,8,biomass,1.0118,1.0046,2035
11,Southeast Asia,8,biomass,1.0659,1.0317,2035
12,Eastern Europe,8,biomass,0.9477,1.0282,2035
14,India,8,biomass,0.7136,0.9748,2035
1,USA,9,biomass,0.9979,0.9989,2035
2,Canada,9,biomass,0.9869,1.0016,2035
3,Western Europe,9,biomass,0.9815,1.0103,2035
4,Japan,9,biomass,1.0374,1.0098,2035
5,Australia_NZ,9,biomass,1.0016,0.9914,2035
6,Former Soviet Union,9,biomass,0.9645,0.9841,2035
7,China,9,biomass,0.9427,0.9921,2035
8,Middle East,9,biomass,1.0731,1.0247,2035
9,Africa,9,biomass,1.0143,1.0065,2035
10,Latin America,9,biomass,0.9992,1.0024,2035
11,Southeast Asia,9,biomass,1.3269,1.0524,2035
12,Eastern Europe,9,biomass,1.1448,1.0357,2035
14,India,9,biomass,0.7074,0.9501,2035
1,USA,10,biomass,1.0049,0.9993,2035
2,Canada,10,biomass,1.0198,1.0043,2035
3,Western Europe,10,biomass,1.0847,1.0247,2035
4,Japan,10,biomass,1.0467,1.017,2035
5,Australia_NZ,10,biomass,1.0001,0.9928,2035
6,Former Soviet Union,10,biomass,0.957,0.9874,2035
7,China,10,biomass,0.9547,0.9886,2035
8,Middle East,10,biomass,1.6859,1.0441,2035
9,Africa,10,biomass,1.0248,1.0011,2035
10,Latin America,10,biomass,0.9926,1.003,2035
11,Southeast Asia,10,biomass,1.0263,1.0148,2035
12,Eastern Europe,10,biomass,1.0019,0.9975,2035
13,Korea,10,biomass,1.0059,1.0089,2035
14,India,10,biomass,0.9616,0.9794,2035
1,USA,11,biomass,1.0234,1.0013,2035
2,Canada,11,biomass,0.9525,1.0054,2035
3,Western Europe,11,biomass,1.0064,1.008,2035
4,Japan,11,biomass,1.0625,1.0288,2035
5,Australia_NZ,11,biomass,1.0068,0.9967,2035
6,Former Soviet Union,11,biomass,0.9848,1.0151,2035
7,China,11,biomass,0.9855,0.9887,2035
9,Africa,11,biomass,0.9531,0.9799,2035
10,Latin America,11,biomass,1.0209,1.008,2035
11,Southeast Asia,11,biomass,0.9998,0.9958,2035
12,Eastern Europe,11,biomass,0.9904,1.0129,2035
13,Korea,11,biomass,1.0186,1.0147,2035
14,India,11,biomass,0.9794,0.9858,2035
1,USA,12,biomass,1.0535,1.0082,2035
3,Western Europe,12,biomass,0.9187,0.9753,2035
4,Japan,12,biomass,1.0715,1.0314,2035
5,Australia_NZ,12,biomass,0.9956,0.9914,2035
6,Former Soviet Union,12,biomass,0.9851,0.9912,2035
7,China,12,biomass,0.9637,0.9786,2035
9,Africa,12,biomass,0.748,0.9593,2035
10,Latin America,12,biomass,1,0.9933,2035
11,Southeast Asia,12,biomass,0.9973,0.9903,2035
12,Eastern Europe,12,biomass,0.9064,0.9983,2035
14,India,12,biomass,1.056,1.0008,2035
1,USA,13,biomass,0.8892,0.9957,2035
2,Canada,13,biomass,1.1217,1.0466,2035
3,Western Europe,13,biomass,1.1896,1.0538,2035
6,Former Soviet Union,13,biomass,1.0433,1.0165,2035
7,China,13,biomass,1.0545,1.0451,2035
10,Latin America,13,biomass,1.0109,1.0016,2035
11,Southeast Asia,13,biomass,1.2042,1.0348,2035
14,India,13,biomass,1.0328,1.0045,2035
1,USA,14,biomass,1.0187,1.0146,2035
2,Canada,14,biomass,1.0615,1.0075,2035
3,Western Europe,14,biomass,1.0942,1.038,2035
6,Former Soviet Union,14,biomass,1.0412,1.0062,2035
7,China,14,biomass,0.9819,0.9988,2035
10,Latin America,14,biomass,1.0185,1.006,2035
11,Southeast Asia,14,biomass,1.1518,1.0094,2035
14,India,14,biomass,1.0686,1.0141,2035
1,USA,15,biomass,1.0543,1.0077,2035
2,Canada,15,biomass,0.9932,0.999,2035
3,Western Europe,15,biomass,1.0523,1.0301,2035
4,Japan,15,biomass,1.0433,1.0126,2035
5,Australia_NZ,15,biomass,1.0008,0.9994,2035
6,Former Soviet Union,15,biomass,1.0276,1.0001,2035
7,China,15,biomass,0.9747,0.991,2035
10,Latin America,15,biomass,0.994,0.9933,2035
11,Southeast Asia,15,biomass,1.0053,0.9916,2035
12,Eastern Europe,15,biomass,0.8999,0.977,2035
14,India,15,biomass,1.05,1.0158,2035
1,USA,16,biomass,0.9659,1,2035
2,Canada,16,biomass,0.9933,1.0445,2035
3,Western Europe,16,biomass,0.9713,1.0095,2035
5,Australia_NZ,16,biomass,0.9662,0.9867,2035
6,Former Soviet Union,16,biomass,0.9548,0.9882,2035
7,China,16,biomass,0.9872,0.984,2035
10,Latin America,16,biomass,0.9898,0.9887,2035
11,Southeast Asia,16,biomass,1.003,0.9909,2035
12,Eastern Europe,16,biomass,0.9225,0.9823,2035
14,India,16,biomass,1.0228,0.9948,2035
5,Australia_NZ,17,biomass,0.998,0.9967,2035
7,China,17,biomass,0.9941,0.9849,2035
10,Latin America,17,biomass,1.029,1.0088,2035
10,Latin America,18,biomass,0.9988,1.0001,2035
5,Australia_NZ,1,Corn,1.2111,0.9942,2035
8,Middle East,1,Corn,0.91,0.9348,2035
9,Africa,1,Corn,1.244,0.946,2035
10,Latin America,1,Corn,1.0112,0.9815,2035
11,Southeast Asia,1,Corn,0.8962,0.9974,2035
14,India,1,Corn,0.9996,1.0349,2035
5,Australia_NZ,2,Corn,1.026,0.978,2035
8,Middle East,2,Corn,0.8562,1.0547,2035
9,Africa,2,Corn,1.2049,1.0167,2035
10,Latin America,2,Corn,1.0028,0.9843,2035
14,India,2,Corn,1.1234,1.0351,2035
5,Australia_NZ,3,Corn,1.2737,0.994,2035
8,Middle East,3,Corn,0.9918,1.0095,2035
9,Africa,3,Corn,1.0965,1.0065,2035
10,Latin America,3,Corn,1.0208,0.9872,2035
11,Southeast Asia,3,Corn,1.0078,1.0166,2035
14,India,3,Corn,1.0984,1.0198,2035
3,Western Europe,4,Corn,1.1568,1.2917,2035
5,Australia_NZ,4,Corn,0.949,0.9957,2035
7,China,4,Corn,1.1245,1.0134,2035
9,Africa,4,Corn,1.0371,0.9944,2035
10,Latin America,4,Corn,1.0088,0.9929,2035
11,Southeast Asia,4,Corn,1.0878,1.0055,2035
14,India,4,Corn,1.1203,1.0156,2035
5,Australia_NZ,5,Corn,1.0253,1.0046,2035
7,China,5,Corn,1.0861,1.0123,2035
9,Africa,5,Corn,0.969,0.955,2035
10,Latin America,5,Corn,1.056,1.0052,2035
11,Southeast Asia,5,Corn,1.1085,1.0168,2035
14,India,5,Corn,1.0766,0.9948,2035
5,Australia_NZ,6,Corn,0.9653,0.9961,2035
7,China,6,Corn,1.0156,1.0018,2035
9,Africa,6,Corn,1.0302,0.9616,2035
10,Latin America,6,Corn,1.0508,0.9771,2035
11,Southeast Asia,6,Corn,1.0677,1.0029,2035
14,India,6,Corn,1.0831,0.9898,2035
1,USA,7,Corn,1.011,1.0144,2035
2,Canada,7,Corn,0.9654,0.9903,2035
3,Western Europe,7,Corn,1.1908,1.0253,2035
5,Australia_NZ,7,Corn,1.1163,0.8994,2035
6,Former Soviet Union,7,Corn,1.0538,0.9584,2035
7,China,7,Corn,1.0615,1.0247,2035
8,Middle East,7,Corn,1.0959,1.0404,2035
9,Africa,7,Corn,0.9503,0.9399,2035
10,Latin America,7,Corn,1.0209,1.0057,2035
11,Southeast Asia,7,Corn,0.9664,1.0059,2035
14,India,7,Corn,0.9133,1.0257,2035
1,USA,8,Corn,1.0924,1.0252,2035
2,Canada,8,Corn,1.0815,0.9781,2035
3,Western Europe,8,Corn,1.1196,1.0256,2035
5,Australia_NZ,8,Corn,1.0492,0.9454,2035
6,Former Soviet Union,8,Corn,1.0969,1.0139,2035
7,China,8,Corn,1.0639,1.0167,2035
8,Middle East,8,Corn,1.0422,1.0021,2035
9,Africa,8,Corn,0.8859,0.9886,2035
10,Latin America,8,Corn,1.0041,1.0076,2035
11,Southeast Asia,8,Corn,1.167,1.0404,2035
12,Eastern Europe,8,Corn,1.194,1.039,2035
14,India,8,Corn,1.0765,1.0313,2035
1,USA,9,Corn,1.0941,1.0233,2035
2,Canada,9,Corn,1.0236,0.9906,2035
3,Western Europe,9,Corn,1.0792,1.0276,2035
4,Japan,9,Corn,1.0133,1.004,2035
5,Australia_NZ,9,Corn,1.001,0.9789,2035
6,Former Soviet Union,9,Corn,1.0821,0.9764,2035
7,China,9,Corn,1.1047,1.0087,2035
8,Middle East,9,Corn,1.0058,1.0347,2035
9,Africa,9,Corn,1.0031,1.0122,2035
10,Latin America,9,Corn,1.0047,0.9828,2035
11,Southeast Asia,9,Corn,1.1688,1.0194,2035
12,Eastern Europe,9,Corn,1.0836,1.0273,2035
14,India,9,Corn,1.0467,1.0233,2035
1,USA,10,Corn,1.0739,1.0185,2035
2,Canada,10,Corn,1.0721,1.0095,2035
3,Western Europe,10,Corn,1.0153,1.0255,2035
4,Japan,10,Corn,0.9973,1.0098,2035
5,Australia_NZ,10,Corn,0.9975,0.9888,2035
6,Former Soviet Union,10,Corn,0.964,1.0129,2035
7,China,10,Corn,1.0733,1.0033,2035
8,Middle East,10,Corn,1.0245,1.0265,2035
9,Africa,10,Corn,1.0292,1.002,2035
10,Latin America,10,Corn,1.0048,1.0044,2035
11,Southeast Asia,10,Corn,1.0908,1.0265,2035
12,Eastern Europe,10,Corn,0.9929,1.0236,2035
13,Korea,10,Corn,0.9448,1.012,2035
14,India,10,Corn,1.1207,0.9917,2035
1,USA,11,Corn,1.0618,1.0131,2035
2,Canada,11,Corn,1.4133,1.0365,2035
3,Western Europe,11,Corn,1.0254,1.0236,2035
4,Japan,11,Corn,1.0003,1.013,2035
5,Australia_NZ,11,Corn,1.0279,0.9957,2035
6,Former Soviet Union,11,Corn,1.2455,1.0299,2035
7,China,11,Corn,1.0745,1.0058,2035
9,Africa,11,Corn,0.875,0.9545,2035
10,Latin America,11,Corn,1.0056,1.0027,2035
11,Southeast Asia,11,Corn,1.0913,1.0364,2035
12,Eastern Europe,11,Corn,1.0814,1.0218,2035
13,Korea,11,Corn,0.9682,1.0151,2035
14,India,11,Corn,1.067,0.9749,2035
1,USA,12,Corn,1.0343,0.999,2035
3,Western Europe,12,Corn,1.0715,1.0193,2035
4,Japan,12,Corn,0.9918,1.01,2035
5,Australia_NZ,12,Corn,1.0855,0.9986,2035
6,Former Soviet Union,12,Corn,1.1741,0.9931,2035
7,China,12,Corn,1.0637,1.0015,2035
9,Africa,12,Corn,0.8889,0.9578,2035
10,Latin America,12,Corn,1.0352,0.9957,2035
11,Southeast Asia,12,Corn,1.056,1.0204,2035
12,Eastern Europe,12,Corn,1.1127,1.021,2035
14,India,12,Corn,1.0688,1.0192,2035
1,USA,13,Corn,0.9826,0.975,2035
2,Canada,13,Corn,0.9734,0.9889,2035
3,Western Europe,13,Corn,1.1534,1.0384,2035
6,Former Soviet Union,13,Corn,1.0668,1.0069,2035
7,China,13,Corn,1.1148,1.0696,2035
10,Latin America,13,Corn,1.0126,0.95,2035
11,Southeast Asia,13,Corn,1.1258,0.9958,2035
14,India,13,Corn,1.1023,0.8511,2035
1,USA,14,Corn,1.0564,1.0167,2035
2,Canada,14,Corn,1.0387,0.9654,2035
3,Western Europe,14,Corn,1.0142,1.0367,2035
6,Former Soviet Union,14,Corn,1.3224,1.0104,2035
7,China,14,Corn,1.2756,1.0386,2035
10,Latin America,14,Corn,0.9869,0.9645,2035
11,Southeast Asia,14,Corn,1.1397,0.968,2035
14,India,14,Corn,2.4635,0.8811,2035
1,USA,15,Corn,1.0461,1.0417,2035
2,Canada,15,Corn,1.0712,0.9788,2035
3,Western Europe,15,Corn,0.9978,1.0272,2035
4,Japan,15,Corn,1.0239,1.0074,2035
5,Australia_NZ,15,Corn,1.021,0.995,2035
6,Former Soviet Union,15,Corn,1.4604,1.0243,2035
7,China,15,Corn,1.2907,1.0186,2035
10,Latin America,15,Corn,0.9932,0.9737,2035
11,Southeast Asia,15,Corn,1.1281,0.9987,2035
12,Eastern Europe,15,Corn,0.957,1.0313,2035
14,India,15,Corn,1.2039,0.9863,2035
1,USA,16,Corn,0.4077,1.042,2035
2,Canada,16,Corn,1.101,1.0055,2035
3,Western Europe,16,Corn,1.0121,1.0278,2035
5,Australia_NZ,16,Corn,1.033,1.0019,2035
6,Former Soviet Union,16,Corn,1.0688,1.0234,2035
7,China,16,Corn,1.0908,1.0052,2035
10,Latin America,16,Corn,0.9822,0.9558,2035
11,Southeast Asia,16,Corn,0.9674,0.9916,2035
12,Eastern Europe,16,Corn,0.9819,1.0268,2035
14,India,16,Corn,1.0882,0.9055,2035
5,Australia_NZ,17,Corn,1.1676,1.0042,2035
7,China,17,Corn,1.0779,0.9868,2035
10,Latin America,17,Corn,1.1527,1.3054,2035
10,Latin America,18,Corn,10.9521,1.0672,2035
5,Australia_NZ,1,eucalyptus,1.0508,0.9766,2035
8,Middle East,1,eucalyptus,1.1692,1.1283,2035
9,Africa,1,eucalyptus,0.9143,1.0142,2035
10,Latin America,1,eucalyptus,1.0046,1.0074,2035
11,Southeast Asia,1,eucalyptus,0.8812,1.0408,2035
14,India,1,eucalyptus,1.3847,1.0489,2035
5,Australia_NZ,2,eucalyptus,1.311,1.0225,2035
9,Africa,2,eucalyptus,0.9985,1.0091,2035
10,Latin America,2,eucalyptus,0.9639,0.9962,2035
14,India,2,eucalyptus,0.7307,0.9853,2035
5,Australia_NZ,3,eucalyptus,1.0085,0.993,2035
9,Africa,3,eucalyptus,1.0343,1.0062,2035
10,Latin America,3,eucalyptus,0.9916,1.0016,2035
11,Southeast Asia,3,eucalyptus,0.9745,0.9953,2035
14,India,3,eucalyptus,0.8501,0.9691,2035
5,Australia_NZ,4,eucalyptus,1.0355,1.0074,2035
7,China,4,eucalyptus,0.9891,0.9921,2035
9,Africa,4,eucalyptus,1.0064,1.003,2035
10,Latin America,4,eucalyptus,0.9712,0.9971,2035
11,Southeast Asia,4,eucalyptus,1.0134,1.0028,2035
14,India,4,eucalyptus,0.9415,0.9811,2035
5,Australia_NZ,5,eucalyptus,0.9814,0.9983,2035
7,China,5,eucalyptus,0.9603,0.9754,2035
9,Africa,5,eucalyptus,0.9996,0.998,2035
10,Latin America,5,eucalyptus,0.9728,0.992,2035
11,Southeast Asia,5,eucalyptus,1.053,1.0105,2035
14,India,5,eucalyptus,0.9192,0.9638,2035
5,Australia_NZ,6,eucalyptus,0.9814,0.9983,2035
7,China,6,eucalyptus,0.9502,0.9832,2035
9,Africa,6,eucalyptus,0.9789,0.9867,2035
10,Latin America,6,eucalyptus,0.9891,0.996,2035
11,Southeast Asia,6,eucalyptus,1.0093,1.0034,2035
14,India,6,eucalyptus,1.0618,0.9985,2035
5,Australia_NZ,7,eucalyptus,1.249,1.0204,2035
8,Middle East,7,eucalyptus,0.9703,1.0037,2035
9,Africa,7,eucalyptus,0.9761,1.0015,2035
10,Latin America,7,eucalyptus,1.0045,1.0073,2035
11,Southeast Asia,7,eucalyptus,1,0.9839,2035
14,India,7,eucalyptus,1.8935,1.0731,2035
5,Australia_NZ,8,eucalyptus,1.1844,1.039,2035
9,Africa,8,eucalyptus,1.3236,1.0148,2035
10,Latin America,8,eucalyptus,1.0087,1.0049,2035
11,Southeast Asia,8,eucalyptus,0.9032,1.0126,2035
14,India,8,eucalyptus,0.6101,0.9993,2035
5,Australia_NZ,9,eucalyptus,0.9875,0.9837,2035
9,Africa,9,eucalyptus,1.0116,1.0081,2035
10,Latin America,9,eucalyptus,1.0088,1.0056,2035
14,India,9,eucalyptus,0.6893,0.9488,2035
1,USA,10,eucalyptus,1.0343,1.0122,2035
5,Australia_NZ,10,eucalyptus,1.133,0.994,2035
7,China,10,eucalyptus,1.0791,0.9769,2035
9,Africa,10,eucalyptus,0.9761,0.9962,2035
10,Latin America,10,eucalyptus,0.9835,0.997,2035
11,Southeast Asia,10,eucalyptus,0.9758,0.9919,2035
14,India,10,eucalyptus,1.0177,0.9956,2035
1,USA,11,eucalyptus,1.0501,1.0104,2035
5,Australia_NZ,11,eucalyptus,1.0688,0.9651,2035
7,China,11,eucalyptus,0.978,0.984,2035
9,Africa,11,eucalyptus,0.9199,0.9723,2035
10,Latin America,11,eucalyptus,0.9783,0.9923,2035
11,Southeast Asia,11,eucalyptus,1.0003,0.9983,2035
14,India,11,eucalyptus,0.9826,0.9745,2035
1,USA,12,eucalyptus,1.0581,1.0161,2035
5,Australia_NZ,12,eucalyptus,0.981,0.9894,2035
7,China,12,eucalyptus,0.9327,0.9687,2035
9,Africa,12,eucalyptus,0.7557,0.9606,2035
10,Latin America,12,eucalyptus,0.9644,0.9836,2035
11,Southeast Asia,12,eucalyptus,1.0113,0.9982,2035
14,India,12,eucalyptus,1.0552,1.0061,2035
7,China,13,eucalyptus,0.9805,0.9874,2035
10,Latin America,13,eucalyptus,1.014,1.0034,2035
11,Southeast Asia,13,eucalyptus,1.0934,1.0187,2035
14,India,13,eucalyptus,1.0361,1.0052,2035
7,China,14,eucalyptus,1.0381,0.9951,2035
10,Latin America,14,eucalyptus,1.0059,0.9996,2035
11,Southeast Asia,14,eucalyptus,1.1035,1.0223,2035
14,India,14,eucalyptus,0.9302,0.9711,2035
7,China,15,eucalyptus,1.0487,0.9708,2035
10,Latin America,15,eucalyptus,0.9968,0.9955,2035
11,Southeast Asia,15,eucalyptus,1.0082,0.996,2035
14,India,15,eucalyptus,1.0222,1.0035,2035
7,China,16,eucalyptus,1.0736,0.9694,2035
10,Latin America,16,eucalyptus,0.9986,0.9957,2035
11,Southeast Asia,16,eucalyptus,0.9322,0.9743,2035
14,India,16,eucalyptus,0.9302,0.9711,2035
10,Latin America,17,eucalyptus,1.0156,1.0038,2035
10,Latin America,18,eucalyptus,1.0149,1.0035,2035
5,Australia_NZ,1,FiberCrop,1.2111,0.9942,2035
8,Middle East,1,FiberCrop,0.91,0.9348,2035
9,Africa,1,FiberCrop,1.244,0.946,2035
10,Latin America,1,FiberCrop,1.0112,0.9815,2035
11,Southeast Asia,1,FiberCrop,0.8962,0.9974,2035
14,India,1,FiberCrop,0.9996,1.0349,2035
5,Australia_NZ,2,FiberCrop,1.026,0.978,2035
8,Middle East,2,FiberCrop,0.8562,1.0547,2035
9,Africa,2,FiberCrop,1.2049,1.0167,2035
10,Latin America,2,FiberCrop,1.0028,0.9843,2035
14,India,2,FiberCrop,1.1234,1.0351,2035
5,Australia_NZ,3,FiberCrop,1.2737,0.994,2035
8,Middle East,3,FiberCrop,0.9918,1.0095,2035
9,Africa,3,FiberCrop,1.0965,1.0065,2035
10,Latin America,3,FiberCrop,1.0208,0.9872,2035
11,Southeast Asia,3,FiberCrop,1.0078,1.0166,2035
14,India,3,FiberCrop,1.0984,1.0198,2035
3,Western Europe,4,FiberCrop,1.1568,1.2917,2035
5,Australia_NZ,4,FiberCrop,0.949,0.9957,2035
7,China,4,FiberCrop,1.1245,1.0134,2035
9,Africa,4,FiberCrop,1.0371,0.9944,2035
10,Latin America,4,FiberCrop,1.0088,0.9929,2035
11,Southeast Asia,4,FiberCrop,1.0878,1.0055,2035
14,India,4,FiberCrop,1.1203,1.0156,2035
5,Australia_NZ,5,FiberCrop,1.0253,1.0046,2035
7,China,5,FiberCrop,1.0861,1.0123,2035
9,Africa,5,FiberCrop,0.969,0.955,2035
10,Latin America,5,FiberCrop,1.056,1.0052,2035
11,Southeast Asia,5,FiberCrop,1.1085,1.0168,2035
14,India,5,FiberCrop,1.0766,0.9948,2035
5,Australia_NZ,6,FiberCrop,0.9653,0.9961,2035
7,China,6,FiberCrop,1.0156,1.0018,2035
9,Africa,6,FiberCrop,1.0302,0.9616,2035
10,Latin America,6,FiberCrop,1.0508,0.9771,2035
11,Southeast Asia,6,FiberCrop,1.0677,1.0029,2035
14,India,6,FiberCrop,1.0831,0.9898,2035
1,USA,7,FiberCrop,1.011,1.0144,2035
2,Canada,7,FiberCrop,0.9654,0.9903,2035
3,Western Europe,7,FiberCrop,1.1908,1.0253,2035
5,Australia_NZ,7,FiberCrop,1.1163,0.8994,2035
6,Former Soviet Union,7,FiberCrop,1.0538,0.9584,2035
7,China,7,FiberCrop,1.0615,1.0247,2035
8,Middle East,7,FiberCrop,1.0959,1.0404,2035
9,Africa,7,FiberCrop,0.9503,0.9399,2035
10,Latin America,7,FiberCrop,1.0209,1.0057,2035
11,Southeast Asia,7,FiberCrop,0.9664,1.0059,2035
14,India,7,FiberCrop,0.9133,1.0257,2035
1,USA,8,FiberCrop,1.0924,1.0252,2035
2,Canada,8,FiberCrop,1.0815,0.9781,2035
3,Western Europe,8,FiberCrop,1.1196,1.0256,2035
5,Australia_NZ,8,FiberCrop,1.0492,0.9454,2035
6,Former Soviet Union,8,FiberCrop,1.0969,1.0139,2035
7,China,8,FiberCrop,1.0639,1.0167,2035
8,Middle East,8,FiberCrop,1.0422,1.0021,2035
9,Africa,8,FiberCrop,0.8859,0.9886,2035
10,Latin America,8,FiberCrop,1.0041,1.0076,2035
11,Southeast Asia,8,FiberCrop,1.167,1.0404,2035
12,Eastern Europe,8,FiberCrop,1.194,1.039,2035
14,India,8,FiberCrop,1.0765,1.0313,2035
1,USA,9,FiberCrop,1.0941,1.0233,2035
2,Canada,9,FiberCrop,1.0236,0.9906,2035
3,Western Europe,9,FiberCrop,1.0792,1.0276,2035
4,Japan,9,FiberCrop,1.0133,1.004,2035
5,Australia_NZ,9,FiberCrop,1.001,0.9789,2035
6,Former Soviet Union,9,FiberCrop,1.0821,0.9764,2035
7,China,9,FiberCrop,1.1047,1.0087,2035
8,Middle East,9,FiberCrop,1.0058,1.0347,2035
9,Africa,9,FiberCrop,1.0031,1.0122,2035
10,Latin America,9,FiberCrop,1.0047,0.9828,2035
11,Southeast Asia,9,FiberCrop,1.1688,1.0194,2035
12,Eastern Europe,9,FiberCrop,1.0836,1.0273,2035
14,India,9,FiberCrop,1.0467,1.0233,2035
1,USA,10,FiberCrop,1.0739,1.0185,2035
2,Canada,10,FiberCrop,1.0721,1.0095,2035
3,Western Europe,10,FiberCrop,1.0153,1.0255,2035
4,Japan,10,FiberCrop,0.9973,1.0098,2035
5,Australia_NZ,10,FiberCrop,0.9975,0.9888,2035
6,Former Soviet Union,10,FiberCrop,0.964,1.0129,2035
7,China,10,FiberCrop,1.0733,1.0033,2035
8,Middle East,10,FiberCrop,1.0245,1.0265,2035
9,Africa,10,FiberCrop,1.0292,1.002,2035
10,Latin America,10,FiberCrop,1.0048,1.0044,2035
11,Southeast Asia,10,FiberCrop,1.0908,1.0265,2035
12,Eastern Europe,10,FiberCrop,0.9929,1.0236,2035
13,Korea,10,FiberCrop,0.9448,1.012,2035
14,India,10,FiberCrop,1.1207,0.9917,2035
1,USA,11,FiberCrop,1.0618,1.0131,2035
2,Canada,11,FiberCrop,1.4133,1.0365,2035
3,Western Europe,11,FiberCrop,1.0254,1.0236,2035
4,Japan,11,FiberCrop,1.0003,1.013,2035
5,Australia_NZ,11,FiberCrop,1.0279,0.9957,2035
6,Former Soviet Union,11,FiberCrop,1.2455,1.0299,2035
7,China,11,FiberCrop,1.0745,1.0058,2035
9,Africa,11,FiberCrop,0.875,0.9545,2035
10,Latin America,11,FiberCrop,1.0056,1.0027,2035
11,Southeast Asia,11,FiberCrop,1.0913,1.0364,2035
12,Eastern Europe,11,FiberCrop,1.0814,1.0218,2035
13,Korea,11,FiberCrop,0.9682,1.0151,2035
14,India,11,FiberCrop,1.067,0.9749,2035
1,USA,12,FiberCrop,1.0343,0.999,2035
3,Western Europe,12,FiberCrop,1.0715,1.0193,2035
4,Japan,12,FiberCrop,0.9918,1.01,2035
5,Australia_NZ,12,FiberCrop,1.0855,0.9986,2035
6,Former Soviet Union,12,FiberCrop,1.1741,0.9931,2035
7,China,12,FiberCrop,1.0637,1.0015,2035
9,Africa,12,FiberCrop,0.8889,0.9578,2035
10,Latin America,12,FiberCrop,1.0352,0.9957,2035
11,Southeast Asia,12,FiberCrop,1.056,1.0204,2035
12,Eastern Europe,12,FiberCrop,1.1127,1.021,2035
14,India,12,FiberCrop,1.0688,1.0192,2035
1,USA,13,FiberCrop,0.9826,0.975,2035
2,Canada,13,FiberCrop,0.9734,0.9889,2035
3,Western Europe,13,FiberCrop,1.1534,1.0384,2035
6,Former Soviet Union,13,FiberCrop,1.0668,1.0069,2035
7,China,13,FiberCrop,1.1148,1.0696,2035
10,Latin America,13,FiberCrop,1.0126,0.95,2035
11,Southeast Asia,13,FiberCrop,1.1258,0.9958,2035
14,India,13,FiberCrop,1.1023,0.8511,2035
1,USA,14,FiberCrop,1.0564,1.0167,2035
2,Canada,14,FiberCrop,1.0387,0.9654,2035
3,Western Europe,14,FiberCrop,1.0142,1.0367,2035
6,Former Soviet Union,14,FiberCrop,1.3224,1.0104,2035
7,China,14,FiberCrop,1.2756,1.0386,2035
10,Latin America,14,FiberCrop,0.9869,0.9645,2035
11,Southeast Asia,14,FiberCrop,1.1397,0.968,2035
14,India,14,FiberCrop,2.4635,0.8811,2035
1,USA,15,FiberCrop,1.0461,1.0417,2035
2,Canada,15,FiberCrop,1.0712,0.9788,2035
3,Western Europe,15,FiberCrop,0.9978,1.0272,2035
4,Japan,15,FiberCrop,1.0239,1.0074,2035
5,Australia_NZ,15,FiberCrop,1.021,0.995,2035
6,Former Soviet Union,15,FiberCrop,1.4604,1.0243,2035
7,China,15,FiberCrop,1.2907,1.0186,2035
10,Latin America,15,FiberCrop,0.9932,0.9737,2035
11,Southeast Asia,15,FiberCrop,1.1281,0.9987,2035
12,Eastern Europe,15,FiberCrop,0.957,1.0313,2035
14,India,15,FiberCrop,1.2039,0.9863,2035
1,USA,16,FiberCrop,0.4077,1.042,2035
2,Canada,16,FiberCrop,1.101,1.0055,2035
3,Western Europe,16,FiberCrop,1.0121,1.0278,2035
5,Australia_NZ,16,FiberCrop,1.033,1.0019,2035
6,Former Soviet Union,16,FiberCrop,1.0688,1.0234,2035
